planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_mass_earth,planet_mass_jupiter
Kepler-107 d,1,Transit,2014,Published Confirmed,0,7.95839,0.08377,7.7,0.02422691
Kepler-107 e,1,Transit,2014,Published Confirmed,0,14.749143,0.12638,14.1,0.04436356
Kepler-108 b,1,Transit,2014,Published Confirmed,0,49.183921,0.292,,
Kepler-108 c,1,Transit,2014,Published Confirmed,0,190.323494,0.721,,
Kepler-109 b,1,Transit,2014,Published Confirmed,0,6.4816307,0.0701,4.9,0.01541712
Kepler-109 c,1,Transit,2014,Published Confirmed,0,21.22265,0.1546,8.2,0.02580009
Kepler-11 b,1,Transit,2010,Published Confirmed,0,10.3039,0.091,1.9,0.006
Kepler-11 c,1,Transit,2010,Published Confirmed,0,13.0241,0.107,2.9,0.009
Kepler-11 d,1,Transit,2010,Published Confirmed,0,22.6845,0.155,7.3,0.023
Kepler-11 e,1,Transit,2010,Published Confirmed,0,31.9996,0.195,8.0,0.025
Kepler-11 f,1,Transit,2010,Published Confirmed,0,46.6888,0.25,2.0,0.006
Kepler-11 g,1,Transit,2010,Published Confirmed,0,118.3807,0.466,25.0,0.079
Kepler-110 b,1,Transit,2014,Published Confirmed,0,12.691112,0.107,,
Kepler-110 c,1,Transit,2014,Published Confirmed,0,31.719775,0.198,,
Kepler-111 b,1,Transit,2014,Published Confirmed,0,3.341815,0.046,,
Kepler-111 c,1,Transit,2014,Published Confirmed,0,224.77833,0.751,222.4798849,0.7
Kepler-112 b,1,Transit,2014,Published Confirmed,0,8.408878,0.076,,
Kepler-112 c,1,Transit,2014,Published Confirmed,0,28.574263,0.172,,
Kepler-114 b,1,Transit,2014,Published Confirmed,0,5.188549,0.053,,
Kepler-115 b,1,Transit,2014,Published Confirmed,0,2.403679,0.036,,
Kepler-115 c,1,Transit,2014,Published Confirmed,0,8.990889,0.087,,
Kepler-116 b,1,Transit,2014,Published Confirmed,0,5.968734,0.069,,
Kepler-116 c,1,Transit,2014,Published Confirmed,0,13.07163,0.116,,
Kepler-117 b,1,Transit,2014,Published Confirmed,0,18.7959228,0.1445,29.875,0.094
Kepler-117 c,1,Transit,2014,Published Confirmed,0,50.790391,0.2804,584.78,1.84
Kepler-118 b,1,Transit,2014,Published Confirmed,0,7.518496,0.073,,
Kepler-118 c,1,Transit,2014,Published Confirmed,0,20.17202,0.141,,
Kepler-119 b,1,Transit,2014,Published Confirmed,0,2.422082,0.035,,
Kepler-119 c,1,Transit,2014,Published Confirmed,0,4.125103,0.049,,
Kepler-12 b,1,Transit,2011,Published Confirmed,0,4.4379629,0.0553,137.30256,0.432
Kepler-120 b,1,Transit,2014,Published Confirmed,0,6.312501,0.055,,
Kepler-120 c,1,Transit,2014,Published Confirmed,0,12.794585,0.088,,
Kepler-121 b,1,Transit,2014,Published Confirmed,0,3.177422,0.039,,
Kepler-121 c,1,Transit,2014,Published Confirmed,0,41.008011,0.216,,
Kepler-122 b,1,Transit,2014,Published Confirmed,0,5.766193,0.064,,
Kepler-122 c,1,Transit,2014,Published Confirmed,0,12.465988,0.108,,
Kepler-122 d,1,Transit,2014,Published Confirmed,0,21.587475,0.155,,
Kepler-122 e,1,Transit,2014,Published Confirmed,0,37.993273,0.227,,
Kepler-123 b,1,Transit,2014,Published Confirmed,0,17.232366,0.135,,
Kepler-123 c,1,Transit,2014,Published Confirmed,0,26.695074,0.181,,
Kepler-124 b,1,Transit,2014,Published Confirmed,0,3.410493,0.039,,
Kepler-124 c,1,Transit,2014,Published Confirmed,0,13.821375,0.1,,
Kepler-124 d,1,Transit,2014,Published Confirmed,0,30.950851,0.17,,
Kepler-125 b,1,Transit,2014,Published Confirmed,0,4.164389,0.041,,
Kepler-125 c,1,Transit,2014,Published Confirmed,0,5.774464,0.051,,
Kepler-126 b,1,Transit,2014,Published Confirmed,0,10.495711,0.099,,
Kepler-126 c,1,Transit,2014,Published Confirmed,0,21.869741,0.162,,
Kepler-126 d,1,Transit,2014,Published Confirmed,0,100.283134,0.448,,
Kepler-127 b,1,Transit,2014,Published Confirmed,0,14.435889,0.125,,
Kepler-127 c,1,Transit,2014,Published Confirmed,0,29.393195,0.2,,
Kepler-127 d,1,Transit,2014,Published Confirmed,0,48.630408,0.28,,
Kepler-129 b,1,Transit,2014,Published Confirmed,0,15.79,0.13,20.0,0.06292704
Kepler-129 c,1,Transit,2014,Published Confirmed,0,82.2,0.39,43.0,0.13529313
Kepler-129 d,1,Radial Velocity,2021,Published Confirmed,0,2646.0,4.0,2637.9757781,8.3
Kepler-130 b,1,Transit,2014,Published Confirmed,0,8.457458,0.079,,
Kepler-130 c,1,Transit,2014,Published Confirmed,0,27.50868,0.178,,
Kepler-130 d,1,Transit,2014,Published Confirmed,0,87.517905,0.377,,
Kepler-132 b,1,Transit,2014,Published Confirmed,0,6.178196,0.067,,
Kepler-132 c,1,Transit,2014,Published Confirmed,0,6.414914,0.068,,
Kepler-132 d,1,Transit,2014,Published Confirmed,0,18.010199,0.136,,
Kepler-133 b,1,Transit,2014,Published Confirmed,0,8.129976,0.083,,
Kepler-133 c,1,Transit,2014,Published Confirmed,0,31.517586,0.204,,
Kepler-134 b,1,Transit,2014,Published Confirmed,0,5.317429,0.06,,
Kepler-134 c,1,Transit,2014,Published Confirmed,0,10.105785,0.092,,
Kepler-135 b,1,Transit,2014,Published Confirmed,0,6.00253,0.067,,
Kepler-135 c,1,Transit,2014,Published Confirmed,0,11.448708,0.103,,
Kepler-136 b,1,Transit,2014,Published Confirmed,0,11.5789,0.106,,
Kepler-136 c,1,Transit,2014,Published Confirmed,0,16.399235,0.133,,
Kepler-137 b,1,Transit,2014,Published Confirmed,0,8.436387,0.077,,
Kepler-137 c,1,Transit,2014,Published Confirmed,0,18.735753,0.13,,
Kepler-138 b,1,Transit,2014,Published Confirmed,0,10.3134,0.0753,0.07,0.00022024
Kepler-138 c,1,Transit,2014,Published Confirmed,0,13.7815,0.0913,2.3,0.00723661
Kepler-138 d,1,Transit,2014,Published Confirmed,0,23.0923,0.1288,2.1,0.00660734
Kepler-138 e,1,Transit Timing Variations,2022,Published Confirmed,0,38.23,0.1803,0.43,0.00135293
Kepler-139 b,1,Transit,2014,Published Confirmed,0,15.771044,0.127,,
Kepler-139 c,1,Transit,2014,Published Confirmed,0,157.072878,0.586,,
Kepler-139 d,1,Transit,2023,Published Confirmed,0,7.305699922,0.0755533961,4.65807623,0.01465595
Kepler-139 e,1,Radial Velocity,2023,Published Confirmed,0,2047.635373,3.23579639,426.1158152,1.34071029
Kepler-140 b,1,Transit,2014,Published Confirmed,0,3.25427,0.045,,
Kepler-140 c,1,Transit,2014,Published Confirmed,0,91.353282,0.414,,
Kepler-141 b,1,Transit,2014,Published Confirmed,0,3.107675,0.039,,
Kepler-141 c,1,Transit,2014,Published Confirmed,0,7.010606,0.067,,
Kepler-142 b,1,Transit,2014,Published Confirmed,0,2.024152,0.032,,
Kepler-142 c,1,Transit,2014,Published Confirmed,0,4.761702,0.057,,
Kepler-142 d,1,Transit,2014,Published Confirmed,0,41.809118,0.242,,
Kepler-143 b,1,Transit,2014,Published Confirmed,0,16.007583,0.127,,
Kepler-143 c,1,Transit,2014,Published Confirmed,0,27.082511,0.181,,
Kepler-144 b,1,Transit,2014,Published Confirmed,0,5.885273,0.066,,
Kepler-144 c,1,Transit,2014,Published Confirmed,0,10.104665,0.094,,
Kepler-146 b,1,Transit,2014,Published Confirmed,0,31.158799,0.2,,
Kepler-146 c,1,Transit,2014,Published Confirmed,0,76.732171,0.364,,
Kepler-147 b,1,Transit,2014,Published Confirmed,0,12.610584,0.113,,
Kepler-147 c,1,Transit,2014,Published Confirmed,0,33.416423,0.216,,
Kepler-148 b,1,Transit,2014,Published Confirmed,0,1.729366,0.028,,
Kepler-148 c,1,Transit,2014,Published Confirmed,0,4.180043,0.05,,
Kepler-149 b,1,Transit,2014,Published Confirmed,0,29.198943,0.184,,
Kepler-149 c,1,Transit,2014,Published Confirmed,0,55.328328,0.281,,
Kepler-149 d,1,Transit,2014,Published Confirmed,0,160.018032,0.571,,
Kepler-15 b,1,Transit,2011,Published Confirmed,0,4.942782,0.05714,209.76,0.66
Kepler-150 b,1,Transit,2014,Published Confirmed,0,3.428054,0.044,,
Kepler-150 c,1,Transit,2014,Published Confirmed,0,7.381998,0.073,,
Kepler-150 d,1,Transit,2014,Published Confirmed,0,12.56093,0.104,,
Kepler-150 e,1,Transit,2014,Published Confirmed,0,30.826557,0.189,,
Kepler-150 f,1,Transit,2017,Published Confirmed,0,637.2093,1.24,,
Kepler-151 b,1,Transit,2014,Published Confirmed,0,15.228958,0.116,,
Kepler-151 c,1,Transit,2014,Published Confirmed,0,24.674612,0.16,,
Kepler-1514 b,1,Transit,2016,Published Confirmed,0,217.83184,0.753,1678.1424,5.28
Kepler-1514 c,1,Transit,2020,Published Confirmed,0,10.514181,0.0997,,
Kepler-152 b,1,Transit,2014,Published Confirmed,0,18.207973,0.124,,
Kepler-152 c,1,Transit,2014,Published Confirmed,0,88.255055,0.356,,
Kepler-153 b,1,Transit,2014,Published Confirmed,0,18.870227,0.129,,
Kepler-153 c,1,Transit,2014,Published Confirmed,0,46.90232,0.237,,
Kepler-154 b,1,Transit,2014,Published Confirmed,0,33.040532,0.198,,
Kepler-154 c,1,Transit,2014,Published Confirmed,0,62.303276,0.303,,
Kepler-155 b,1,Transit,2014,Published Confirmed,0,5.931194,0.056,,
Kepler-155 c,1,Transit,2014,Published Confirmed,0,52.661793,0.242,,
Kepler-156 b,1,Transit,2014,Published Confirmed,0,4.973456,0.054,,
Kepler-156 c,1,Transit,2014,Published Confirmed,0,15.906801,0.117,,
Kepler-157 b,1,Transit,2014,Published Confirmed,0,1.732342,0.028,,
Kepler-157 c,1,Transit,2014,Published Confirmed,0,13.5405,0.11,,
Kepler-158 b,1,Transit,2014,Published Confirmed,0,16.709184,0.111,,
Kepler-158 c,1,Transit,2014,Published Confirmed,0,28.551383,0.158,,
Kepler-159 b,1,Transit,2014,Published Confirmed,0,10.139623,0.082,,
Kepler-159 c,1,Transit,2014,Published Confirmed,0,43.595792,0.218,,
Kepler-16 b,1,Transit,2011,Published Confirmed,0,228.776,0.7048,105.833,0.333
Kepler-160 b,1,Transit,2014,Published Confirmed,0,4.309397,0.05511,,
Kepler-160 c,1,Transit,2014,Published Confirmed,0,13.699429,0.1192,,
Kepler-160 d,1,Transit Timing Variations,2020,Published Confirmed,0,30.0,0.17,100.0,0.31463361
Kepler-161 b,1,Transit,2014,Published Confirmed,0,4.921355,0.054,,
Kepler-161 c,1,Transit,2014,Published Confirmed,0,7.06424,0.068,,
Kepler-162 b,1,Transit,2014,Published Confirmed,0,6.919798,0.069,,
Kepler-162 c,1,Transit,2014,Published Confirmed,0,19.446355,0.137,,
Kepler-163 b,1,Transit,2014,Published Confirmed,0,7.810937,0.078,,
Kepler-163 c,1,Transit,2014,Published Confirmed,0,21.347262,0.152,,
Kepler-164 b,1,Transit,2014,Published Confirmed,0,5.03503,0.058,,
Kepler-164 c,1,Transit,2014,Published Confirmed,0,10.945723,0.097,,
Kepler-164 d,1,Transit,2014,Published Confirmed,0,28.986769,0.187,,
Kepler-1647 b,1,Transit,2016,Published Confirmed,0,1107.5923,2.7205,483.0,1.51968033
Kepler-165 b,1,Transit,2014,Published Confirmed,0,8.180848,0.072,,
Kepler-165 c,1,Transit,2014,Published Confirmed,0,15.31299,0.11,,
Kepler-1652 b,1,Transit,2017,Published Confirmed,0,38.09722,0.1654,,
Kepler-1653 b,1,Transit,2017,Published Confirmed,0,140.2524,0.4706,,
Kepler-1654 b,1,Transit,2018,Published Confirmed,0,1047.8356,2.026,158.915,0.5
Kepler-1655 b,1,Transit,2018,Published Confirmed,0,11.8728787,0.1029,5.4,0.0169903
Kepler-1656 b,1,Transit,2018,Published Confirmed,0,31.562,0.1974,47.8,0.15
Kepler-1656 c,1,Radial Velocity,2022,Published Confirmed,0,1919.0,3.053,126.4,0.4
Kepler-166 b,1,Transit,2014,Published Confirmed,0,7.650254,0.072,,
Kepler-166 c,1,Transit,2014,Published Confirmed,0,34.260281,0.195,,
Kepler-1661 b,1,Transit,2020,Published Confirmed,0,175.06,0.633,17.0,0.05348771
Kepler-167 b,1,Transit,2014,Published Confirmed,0,4.3931539,0.04825,,
Kepler-167 c,1,Transit,2014,Published Confirmed,0,7.406106,0.0684,,
Kepler-167 d,1,Transit,2016,Published Confirmed,0,21.80379,0.1404,,
Kepler-167 e,1,Transit,2016,Published Confirmed,0,1071.23205,1.883,321.00669107,1.01
Kepler-168 b,1,Transit,2014,Published Confirmed,0,4.425391,0.056,,
Kepler-168 c,1,Transit,2014,Published Confirmed,0,13.193242,0.116,,
Kepler-169 b,1,Transit,2014,Published Confirmed,0,3.250619,0.04,,
Kepler-169 c,1,Transit,2014,Published Confirmed,0,6.195469,0.062,,
Kepler-169 d,1,Transit,2014,Published Confirmed,0,8.348125,0.075,,
Kepler-169 e,1,Transit,2014,Published Confirmed,0,13.767102,0.105,,
Kepler-169 f,1,Transit,2014,Published Confirmed,0,87.090195,0.359,,
Kepler-17 b,1,Transit,2011,Published Confirmed,0,1.4857108,0.02591,778.65,2.45
Kepler-170 b,1,Transit,2014,Published Confirmed,0,7.930592,0.08,,
Kepler-170 c,1,Transit,2014,Published Confirmed,0,16.665863,0.131,,
Kepler-1704 b,1,Transit,2021,Published Confirmed,0,988.88112,2.027,1322.16617312,4.16
Kepler-1708 b,1,Transit,2021,Published Confirmed,0,737.1131,1.64,1462.0106722,4.6
Kepler-171 b,1,Transit,2014,Published Confirmed,0,4.166972,0.05,,
Kepler-171 c,1,Transit,2014,Published Confirmed,0,11.463462,0.098,,
Kepler-171 d,1,Transit,2014,Published Confirmed,0,39.595519,0.223,,
Kepler-172 b,1,Transit,2014,Published Confirmed,0,2.940309,0.04,,
Kepler-172 c,1,Transit,2014,Published Confirmed,0,6.388996,0.068,,
Kepler-172 d,1,Transit,2014,Published Confirmed,0,14.627119,0.118,,
Kepler-172 e,1,Transit,2014,Published Confirmed,0,35.118736,0.211,,
Kepler-173 b,1,Transit,2014,Published Confirmed,0,4.263742,0.048,,
Kepler-173 c,1,Transit,2014,Published Confirmed,0,8.005777,0.074,,
Kepler-174 b,1,Transit,2014,Published Confirmed,0,13.98179,0.1,,
Kepler-174 c,1,Transit,2014,Published Confirmed,0,44.000529,0.214,,
Kepler-174 d,1,Transit,2014,Published Confirmed,0,247.35373,0.677,,
Kepler-175 b,1,Transit,2014,Published Confirmed,0,11.903515,0.105,,
Kepler-175 c,1,Transit,2014,Published Confirmed,0,34.035257,0.213,,
Kepler-176 b,1,Transit,2014,Published Confirmed,0,5.433074,0.058,,
Kepler-176 c,1,Transit,2014,Published Confirmed,0,12.759712,0.102,,
Kepler-176 d,1,Transit,2014,Published Confirmed,0,25.751974,0.163,,
Kepler-178 b,1,Transit,2014,Published Confirmed,0,9.576694,0.085,,
Kepler-178 c,1,Transit,2014,Published Confirmed,0,20.552802,0.142,,
Kepler-178 d,1,Transit,2014,Published Confirmed,0,96.678988,0.397,,
Kepler-179 b,1,Transit,2014,Published Confirmed,0,2.735926,0.036,,
Kepler-179 c,1,Transit,2014,Published Confirmed,0,6.40013,0.064,,
Kepler-18 b,1,Transit,2011,Published Confirmed,0,3.504725,0.0447,6.9,0.022
Kepler-18 c,1,Transit,2011,Published Confirmed,0,7.64159,0.0752,17.3,0.054
Kepler-18 d,1,Transit,2011,Published Confirmed,0,14.85888,0.1172,16.4,0.052
Kepler-180 b,1,Transit,2014,Published Confirmed,0,13.817124,0.109,,
Kepler-180 c,1,Transit,2014,Published Confirmed,0,41.885775,0.229,,
Kepler-181 b,1,Transit,2014,Published Confirmed,0,3.137873,0.04,,
Kepler-181 c,1,Transit,2014,Published Confirmed,0,4.302149,0.049,,
Kepler-182 b,1,Transit,2014,Published Confirmed,0,9.825792,0.096,,
Kepler-182 c,1,Transit,2014,Published Confirmed,0,20.684342,0.157,,
Kepler-183 b,1,Transit,2014,Published Confirmed,0,5.687945,0.064,,
Kepler-183 c,1,Transit,2014,Published Confirmed,0,11.637071,0.103,,
Kepler-184 b,1,Transit,2014,Published Confirmed,0,10.687576,0.092,,
Kepler-184 c,1,Transit,2014,Published Confirmed,0,20.303005,0.141,,
Kepler-184 d,1,Transit,2014,Published Confirmed,0,29.022358,0.179,,
Kepler-185 b,1,Transit,2014,Published Confirmed,0,1.6329,0.026,,
Kepler-185 c,1,Transit,2014,Published Confirmed,0,20.729042,0.139,,
Kepler-186 b,1,Transit,2014,Published Confirmed,0,3.8867907,0.0343,,
Kepler-186 c,1,Transit,2014,Published Confirmed,0,7.267302,0.0451,,
Kepler-186 d,1,Transit,2014,Published Confirmed,0,13.342996,0.0781,,
Kepler-186 e,1,Transit,2014,Published Confirmed,0,22.407704,0.11,,
Kepler-186 f,1,Transit,2014,Published Confirmed,1,129.9441,0.432,,
Kepler-187 b,1,Transit,2014,Published Confirmed,0,4.938864,0.059,,
Kepler-187 c,1,Transit,2014,Published Confirmed,0,10.640263,0.099,,
Kepler-1876 b,1,Transit,2021,Published Confirmed,0,6.99205,0.0758,2.4,0.00755124
Kepler-188 b,1,Transit,2014,Published Confirmed,0,2.061897,0.032,,
Kepler-188 c,1,Transit,2014,Published Confirmed,0,5.996553,0.066,,
Kepler-189 b,1,Transit,2014,Published Confirmed,0,10.399931,0.088,,
Kepler-189 c,1,Transit,2014,Published Confirmed,0,20.134866,0.137,,
Kepler-19 b,1,Transit,2011,Published Confirmed,0,9.28699,0.0846,6.1,0.01919275
Kepler-190 b,1,Transit,2014,Published Confirmed,0,2.019999,0.03,,
Kepler-190 c,1,Transit,2014,Published Confirmed,0,3.763024,0.045,,
Kepler-191 b,1,Transit,2014,Published Confirmed,0,9.939632,0.087,,
Kepler-191 c,1,Transit,2014,Published Confirmed,0,17.738506,0.128,,
Kepler-192 b,1,Transit,2014,Published Confirmed,0,9.926746,0.09,,
Kepler-192 c,1,Transit,2014,Published Confirmed,0,21.2234,0.15,,
Kepler-1928 b,1,Transit,2021,Published Confirmed,0,19.57783,0.194,,
Kepler-193 b,1,Transit,2014,Published Confirmed,0,11.38848,0.106,,
Kepler-193 c,1,Transit,2014,Published Confirmed,0,50.697494,0.286,,
Kepler-194 b,1,Transit,2014,Published Confirmed,0,2.092281,0.032,,
Kepler-194 c,1,Transit,2014,Published Confirmed,0,17.308032,0.131,,
Kepler-194 d,1,Transit,2014,Published Confirmed,0,52.814973,0.275,,
Kepler-195 b,1,Transit,2014,Published Confirmed,0,8.307872,0.077,,
Kepler-195 c,1,Transit,2014,Published Confirmed,0,34.096863,0.197,,
Kepler-196 b,1,Transit,2014,Published Confirmed,0,20.739886,0.138,,
Kepler-196 c,1,Transit,2014,Published Confirmed,0,47.427737,0.24,,
Kepler-197 b,1,Transit,2014,Published Confirmed,0,5.599308,0.06,,
Kepler-197 c,1,Transit,2014,Published Confirmed,0,10.349695,0.09,,
Kepler-197 d,1,Transit,2014,Published Confirmed,0,15.677563,0.119,,
Kepler-197 e,1,Transit,2014,Published Confirmed,0,25.209715,0.164,,
Kepler-198 b,1,Transit,2014,Published Confirmed,0,17.790037,0.131,,
Kepler-198 c,1,Transit,2014,Published Confirmed,0,49.567416,0.259,,
Kepler-199 b,1,Transit,2014,Published Confirmed,0,23.637604,0.158,,
Kepler-199 c,1,Transit,2014,Published Confirmed,0,67.093408,0.316,,
Kepler-20 b,1,Transit,2011,Published Confirmed,0,3.6961049,0.04565,9.7,0.03051961
Kepler-20 c,1,Transit,2011,Published Confirmed,0,10.8540774,0.0936,11.1,0.03492451
Kepler-20 d,1,Transit,2011,Published Confirmed,0,77.611455,0.3474,13.4,0.04216111
Kepler-20 e,1,Transit,2011,Published Confirmed,0,6.0984882,0.0637,0.76,0.00239123
Kepler-20 f,1,Transit,2011,Published Confirmed,0,19.578328,0.1387,1.4,0.00440489
Kepler-20 g,1,Radial Velocity,2016,Published Confirmed,0,34.94,0.2055,19.96,0.06280087
Kepler-200 b,1,Transit,2014,Published Confirmed,0,8.594805,0.08,,
Kepler-200 c,1,Transit,2014,Published Confirmed,0,10.222157,0.09,,
Kepler-201 b,1,Transit,2014,Published Confirmed,0,25.672083,0.175,,
Kepler-201 c,1,Transit,2014,Published Confirmed,0,151.884058,0.573,,
Kepler-202 b,1,Transit,2014,Published Confirmed,0,4.069427,0.045,,
Kepler-202 c,1,Transit,2014,Published Confirmed,0,16.282493,0.113,,
Kepler-203 b,1,Transit,2014,Published Confirmed,0,3.162697,0.043,,
Kepler-203 c,1,Transit,2014,Published Confirmed,0,5.370647,0.061,,
Kepler-203 d,1,Transit,2014,Published Confirmed,0,11.32972,0.1,,
Kepler-204 b,1,Transit,2014,Published Confirmed,0,14.400974,0.117,,
Kepler-204 c,1,Transit,2014,Published Confirmed,0,25.660593,0.173,,
Kepler-205 b,1,Transit,2014,Published Confirmed,0,2.75564,0.032,,
Kepler-205 c,1,Transit,2014,Published Confirmed,0,20.306546,0.122,,
Kepler-206 b,1,Transit,2014,Published Confirmed,0,7.781987,0.078,,
Kepler-206 c,1,Transit,2014,Published Confirmed,0,13.137471,0.111,,
Kepler-206 d,1,Transit,2014,Published Confirmed,0,23.44281,0.163,,
Kepler-207 b,1,Transit,2014,Published Confirmed,0,1.611865,0.029,,
Kepler-207 c,1,Transit,2014,Published Confirmed,0,3.071571,0.044,,
Kepler-207 d,1,Transit,2014,Published Confirmed,0,5.868075,0.068,,
Kepler-208 b,1,Transit,2014,Published Confirmed,0,4.22864,0.054,,
Kepler-208 c,1,Transit,2014,Published Confirmed,0,7.466623,0.079,,
Kepler-208 d,1,Transit,2014,Published Confirmed,0,11.131786,0.103,,
Kepler-208 e,1,Transit,2014,Published Confirmed,0,16.259458,0.132,,
Kepler-209 b,1,Transit,2014,Published Confirmed,0,16.087845,0.122,,
Kepler-209 c,1,Transit,2014,Published Confirmed,0,41.749882,0.231,,
Kepler-21 b,1,Transit,2012,Published Confirmed,0,2.7858212,0.0434,7.5,0.02359764
Kepler-210 b,1,Transit,2014,Published Confirmed,0,2.453234,0.032,,
Kepler-210 c,1,Transit,2014,Published Confirmed,0,7.972513,0.07,,
Kepler-211 b,1,Transit,2014,Published Confirmed,0,4.138575,0.048,,
Kepler-211 c,1,Transit,2014,Published Confirmed,0,6.04045,0.062,,
Kepler-212 b,1,Transit,2014,Published Confirmed,0,16.257582,0.133,,
Kepler-212 c,1,Transit,2014,Published Confirmed,0,31.805174,0.207,,
Kepler-213 b,1,Transit,2014,Published Confirmed,0,2.46236,0.036,,
Kepler-213 c,1,Transit,2014,Published Confirmed,0,4.822962,0.057,,
Kepler-214 b,1,Transit,2014,Published Confirmed,0,15.660544,0.13,,
Kepler-214 c,1,Transit,2014,Published Confirmed,0,28.7798,0.194,,
Kepler-215 b,1,Transit,2014,Published Confirmed,0,9.360672,0.084,,
Kepler-215 c,1,Transit,2014,Published Confirmed,0,14.667108,0.113,,
Kepler-215 d,1,Transit,2014,Published Confirmed,0,30.864423,0.185,,
Kepler-215 e,1,Transit,2014,Published Confirmed,0,68.16101,0.314,,
Kepler-216 b,1,Transit,2014,Published Confirmed,0,7.693641,0.079,,
Kepler-216 c,1,Transit,2014,Published Confirmed,0,17.406669,0.136,,
Kepler-217 b,1,Transit,2014,Published Confirmed,0,5.374943,0.065,,
Kepler-217 c,1,Transit,2014,Published Confirmed,0,8.586004,0.089,,
Kepler-218 b,1,Transit,2014,Published Confirmed,0,3.619337,0.046,,
Kepler-218 c,1,Transit,2014,Published Confirmed,0,44.699576,0.248,,
Kepler-219 b,1,Transit,2014,Published Confirmed,0,4.585512,0.057,,
Kepler-219 c,1,Transit,2014,Published Confirmed,0,22.714613,0.165,,
Kepler-219 d,1,Transit,2014,Published Confirmed,0,47.903645,0.272,,
Kepler-22 b,1,Transit,2011,Published Confirmed,0,289.863876,0.812,9.1,0.0286318
Kepler-220 b,1,Transit,2014,Published Confirmed,0,4.159807,0.046,,
Kepler-220 c,1,Transit,2014,Published Confirmed,0,9.034199,0.076,,
Kepler-220 d,1,Transit,2014,Published Confirmed,0,28.122397,0.163,,
Kepler-220 e,1,Transit,2014,Published Confirmed,0,45.902733,0.226,,
Kepler-221 b,1,Transit,2014,Published Confirmed,0,2.795906,0.037,,
Kepler-221 c,1,Transit,2014,Published Confirmed,0,5.690586,0.059,,
Kepler-221 d,1,Transit,2014,Published Confirmed,0,10.04156,0.087,,
Kepler-221 e,1,Transit,2014,Published Confirmed,0,18.369917,0.13,,
Kepler-222 b,1,Transit,2014,Published Confirmed,0,3.936981,0.048,,
Kepler-222 c,1,Transit,2014,Published Confirmed,0,10.08881,0.091,,
Kepler-222 d,1,Transit,2014,Published Confirmed,0,28.081912,0.18,,
Kepler-224 b,1,Transit,2014,Published Confirmed,0,3.132924,0.038,,
Kepler-224 c,1,Transit,2014,Published Confirmed,0,5.925003,0.058,,
Kepler-224 d,1,Transit,2014,Published Confirmed,0,11.349393,0.089,,
Kepler-224 e,1,Transit,2014,Published Confirmed,0,18.643577,0.124,,
Kepler-225 b,1,Transit,2014,Published Confirmed,0,6.738975,0.056,,
Kepler-225 c,1,Transit,2014,Published Confirmed,0,18.794234,0.111,,
Kepler-226 b,1,Transit,2014,Published Confirmed,0,3.940997,0.047,,
Kepler-226 c,1,Transit,2014,Published Confirmed,0,5.349555,0.058,,
Kepler-226 d,1,Transit,2014,Published Confirmed,0,8.109044,0.076,,
Kepler-227 b,1,Transit,2014,Published Confirmed,0,9.488015,0.09,,
Kepler-227 c,1,Transit,2014,Published Confirmed,0,54.418694,0.29,,
Kepler-228 b,1,Transit,2014,Published Confirmed,0,2.566546,0.038,,
Kepler-228 c,1,Transit,2014,Published Confirmed,0,4.134444,0.052,,
Kepler-228 d,1,Transit,2014,Published Confirmed,0,11.094286,0.101,,
Kepler-229 b,1,Transit,2014,Published Confirmed,0,6.252972,0.062,,
Kepler-229 c,1,Transit,2014,Published Confirmed,0,16.068638,0.117,,
Kepler-229 d,1,Transit,2014,Published Confirmed,0,41.194912,0.22,,
Kepler-230 b,1,Transit,2014,Published Confirmed,0,32.625555,0.191,,
Kepler-230 c,1,Transit,2014,Published Confirmed,0,91.773242,0.38,,
Kepler-231 b,1,Transit,2014,Published Confirmed,0,10.065275,0.074,,
Kepler-231 c,1,Transit,2014,Published Confirmed,0,19.271566,0.114,,
Kepler-232 b,1,Transit,2014,Published Confirmed,0,4.431222,0.054,,
Kepler-232 c,1,Transit,2014,Published Confirmed,0,11.379349,0.101,,
Kepler-233 b,1,Transit,2014,Published Confirmed,0,8.472382,0.077,,
Kepler-233 c,1,Transit,2014,Published Confirmed,0,60.418955,0.287,,
Kepler-234 b,1,Transit,2014,Published Confirmed,0,2.711506,0.04,,
Kepler-234 c,1,Transit,2014,Published Confirmed,0,7.21205,0.077,,
Kepler-235 b,1,Transit,2014,Published Confirmed,0,3.340222,0.037,,
Kepler-235 c,1,Transit,2014,Published Confirmed,0,7.824904,0.065,,
Kepler-235 d,1,Transit,2014,Published Confirmed,0,20.060548,0.122,,
Kepler-235 e,1,Transit,2014,Published Confirmed,0,46.183669,0.213,,
Kepler-236 b,1,Transit,2014,Published Confirmed,0,8.295611,0.065,,
Kepler-236 c,1,Transit,2014,Published Confirmed,0,23.968127,0.132,,
Kepler-237 b,1,Transit,2014,Published Confirmed,0,4.715106,0.05,,
Kepler-237 c,1,Transit,2014,Published Confirmed,0,8.103636,0.071,,
Kepler-238 b,1,Transit,2014,Published Confirmed,0,2.090876,0.034,,
Kepler-238 c,1,Transit,2014,Published Confirmed,0,6.155557,0.069,,
Kepler-238 d,1,Transit,2014,Published Confirmed,0,13.233549,0.115,,
