planet_name,default_flag,discovery_method,discovery_year,solution_type,pl_controv_flag,orbital_period_days,orbital_distance_au,planet_mass_earth,planet_mass_jupiter
TOI-2134 c,1,Transit,2023,Published Confirmed,0,95.85284,0.3715,58.3,0.18343231
TOI-2136 b,1,Transit,2022,Published Confirmed,0,7.851928,0.057,6.37,0.02004226
TOI-2141 b,1,Transit,2023,Published Confirmed,0,18.261608,0.1322,20.1,0.06324167
TOI-2141 c,1,Radial Velocity,2025,Published Confirmed,0,5.4624,0.0585,6.14,0.0193186
TOI-2141 d,1,Radial Velocity,2025,Published Confirmed,0,60.45,0.2906,14.9,0.04688064
TOI-2145 b,1,Transit,2023,Published Confirmed,0,10.261128,0.1117,1805.26535176,5.68
TOI-2147 b,1,Transit,2026,Published Confirmed,0,26.20518,0.172,116.0,0.36497682
TOI-2152 A b,1,Transit,2023,Published Confirmed,0,3.3773512,0.05064,899.45439181,2.83
TOI-2154 b,1,Transit,2023,Published Confirmed,0,3.8240801,0.0513,292.40213444,0.92
TOI-2158 b,1,Transit,2022,Published Confirmed,0,8.60077,0.075,260.61929374,0.82
TOI-2169 A b,1,Transit,2025,Published Confirmed,0,8.2148282,0.0896,329.58805806,1.037
TOI-2180 b,1,Transit,2022,Published Confirmed,0,260.79,0.828,875.61726129,2.755
TOI-2193 A b,1,Transit,2022,Published Confirmed,0,2.1225735,0.03319,298.75870258,0.94
TOI-2196 b,1,Transit,2022,Published Confirmed,0,1.1947268,0.02234,26.0,0.08180515
TOI-220 b,1,Transit,2021,Published Confirmed,0,10.695264,0.08911,13.8,0.04341966
TOI-2202 c,1,Transit Timing Variations,2021,Published Confirmed,0,24.6744,0.15544,117.27868218,0.369
TOI-2207 b,1,Transit,2022,Published Confirmed,0,8.001968,0.0854,203.41018048,0.64
TOI-2211.01,1,Transit,2024,Published Confirmed,0,3.092686757,0.04011,,
TOI-2236 b,1,Transit,2022,Published Confirmed,0,3.5315902,0.05009,502.16888306,1.58
TOI-2257 b,1,Transit,2021,Published Confirmed,0,35.189346,0.145,,
TOI-2260 b,1,Transit,2022,Published Confirmed,0,0.3524728,0.0097,,
TOI-2266 b,1,Transit,2024,Published Confirmed,0,2.326318,0.02,,
TOI-2267 b,1,Transit,2025,Published Confirmed,0,2.28909,0.0205,,
TOI-2267 c,1,Transit,2025,Published Confirmed,0,3.4950412,0.0263,,
TOI-2267 d,1,Transit,2025,Published Confirmed,0,2.0344671,0.0145,,
TOI-2274 b,1,Transit,2024,Published Confirmed,0,2.67963,0.05,,
TOI-2295 b,1,Transit,2024,Published Confirmed,0,30.033302,0.1992,278.09985612,0.875
TOI-2295 c,1,Radial Velocity,2024,Published Confirmed,0,966.5,2.018,1783.01736327,5.61
TOI-2322 b,1,Transit,2025,Published Confirmed,0,11.30717,0.0924,2.31,0.00726807
TOI-2322 c,1,Transit,2025,Published Confirmed,0,20.225528,0.1362,18.1,0.05694897
TOI-2328 b,1,Transit,2025,Published Confirmed,0,17.10197,0.127,50.85254512,0.16
TOI-2338 b,1,Transit,2023,Published Confirmed,0,22.65398,0.158,1900.61387386,5.98
TOI-2345 b,1,Transit,2025,Published Confirmed,0,1.0528573,0.01705,3.49,0.01098077
TOI-2345 c,1,Transit,2025,Published Confirmed,0,21.064302,0.1257,7.27,0.02287398
TOI-2346 b,1,Transit,2025,Published Confirmed,0,3.3312029,0.0473,394.10722468,1.24
TOI-2364 b,1,Transit,2023,Published Confirmed,0,4.0197517,0.04871,71.51139158,0.225
TOI-2368 b,1,Transit,2024,Published Confirmed,0,5.1750073,0.05649,206.58846455,0.65
TOI-237 b,1,Transit,2020,Published Confirmed,0,5.436098,0.0341,,
TOI-237 c,1,Transit,2026,Published Confirmed,0,1.74486147,0.016,,
TOI-2373 b,1,Transit,2023,Published Confirmed,0,13.33668,0.112,2955.8041851,9.3
TOI-2374 b,1,Transit,2024,Published Confirmed,0,4.3136193,0.04818,61.65871096,0.194
TOI-2379 b,1,Transit,2024,Published Confirmed,0,5.4693827,0.05263,1830.69162432,5.76
TOI-238 b,1,Transit,2024,Published Confirmed,0,1.273099,0.0212,3.37,0.01060321
TOI-238 c,1,Radial Velocity,2024,Published Confirmed,0,8.465651,0.0749,6.7,0.02108056
TOI-2382 b,1,Transit,2025,Published Confirmed,0,4.6612061,0.059,235.19302118,0.74
TOI-2384 b,1,Transit,2024,Published Confirmed,0,2.13570304,0.02793,624.85064816,1.966
TOI-2406 b,1,Transit,2021,Published Confirmed,0,3.0766891,0.02267,15.6,0.04908309
TOI-2407 b,1,Transit,2025,Published Confirmed,0,2.702969,0.033,,
TOI-2411 b,1,Transit,2022,Published Confirmed,0,0.7826942,0.0144,,
TOI-2416 b,1,Transit,2023,Published Confirmed,0,8.275479,0.0831,953.485221,3.0
TOI-2420 b,1,Transit,2024,Published Confirmed,0,5.842641,0.0684,294.62693329,0.927
TOI-2421 b,1,Transit,2022,Published Confirmed,0,4.3474032,0.0543,105.83685953,0.333
TOI-2427 b,1,Transit,2022,Published Confirmed,0,1.3060011,0.0202,,
TOI-2431 b,1,Transit,2026,Published Confirmed,0,0.22419578,0.0063,6.2,0.01950738
TOI-244 b,1,Transit,2023,Published Confirmed,0,7.397225,0.0559,2.68,0.00843222
TOI-2443 b,1,Transit,2023,Published Confirmed,0,15.66858,0.105,4.8,0.01510249
TOI-2445 b,1,Transit,2022,Published Confirmed,0,0.3711281,0.0064,,
TOI-2447 b,1,Transit,2024,Published Confirmed,0,69.33684,0.347,124.90656395,0.393
TOI-2449 b,1,Transit,2025,Published Confirmed,0,106.14468,0.45,222.0,0.7
TOI-2458 b,1,Transit,2024,Published Confirmed,0,3.73659,0.0482,13.31,0.04187794
TOI-2458 c,1,Radial Velocity,2024,Published Confirmed,0,16.553,0.129,10.22,0.03215572
TOI-2485 b,1,Transit,2024,Published Confirmed,0,11.23479,0.1093,766.60211768,2.412
TOI-2497 b,1,Transit,2023,Published Confirmed,0,10.655669,0.1166,1531.93292174,4.82
TOI-2498 b,1,Transit,2023,Published Confirmed,0,3.738252,0.0491,34.62,0.1089267
TOI-251 b,1,Transit,2021,Published Confirmed,0,4.93777,0.05741,317.83,1.0
TOI-2524 b,1,Transit,2023,Published Confirmed,0,7.18585,0.073,203.41018048,0.64
TOI-2525 b,1,Transit,2023,Published Confirmed,0,23.2856,0.1511,26.69758619,0.084
TOI-2525 c,1,Transit,2023,Published Confirmed,0,49.2519,0.249,208.8132634,0.657
TOI-2529 b,1,Transit,2024,Published Confirmed,0,64.5949,0.327,743.71847238,2.34
TOI-2537 b,1,Transit,2024,Published Confirmed,0,94.1022,0.3715,415.40172795,1.307
TOI-2537 c,1,Radial Velocity,2024,Published Confirmed,0,1920.0,2.78,2297.89938261,7.23
TOI-2567 b,1,Transit,2022,Published Confirmed,0,5.983944,0.0672,63.88350981,0.201
TOI-257 b,1,Transit,2021,Published Confirmed,0,18.38818,0.1528,43.86032017,0.138
TOI-2570 b,1,Transit,2022,Published Confirmed,0,2.9887615,0.04145,260.61929374,0.82
TOI-2578 b,1,Transit,2026,Published Confirmed,0,3.4579667,0.0495,167.17774208,0.526
TOI-2580 b,1,Transit,2024,Published Confirmed,0,3.39775,0.048,200.23189641,0.63
TOI-2583 A b,1,Transit,2023,Published Confirmed,0,4.5207265,0.0571,79.45710175,0.25
TOI-2587 A b,1,Transit,2023,Published Confirmed,0,5.45664,0.0635,69.28659273,0.218
TOI-2589 b,1,Transit,2023,Published Confirmed,0,61.6277,0.3,1112.3994245,3.5
TOI-260 b,1,Transit,2024,Published Confirmed,0,13.475853,0.0943,4.23,0.01330907
TOI-261.01,1,Transit,2021,Published Confirmed,0,3.3639254,0.034792189,,
TOI-262 b,1,Transit,2023,Published Confirmed,0,11.14529,0.163,,
TOI-2641 b,1,Transit,2023,Published Confirmed,0,4.880974,0.0607,122.6817651,0.386
TOI-269 b,1,Transit,2021,Published Confirmed,0,3.6977104,0.0345,8.8,0.0276879
TOI-2714 b,1,Transit,2024,Published Confirmed,0,2.499387,0.036,228.0,0.71736822
TOI-2768 b,1,Transit,2024,Published Confirmed,0,1.50801,0.027,,
TOI-277 b,1,Transit,2022,Published Confirmed,0,3.994,0.0269,,
TOI-2796 b,1,Transit,2023,Published Confirmed,0,4.8084983,0.0569,139.84449908,0.44
TOI-2803 A b,1,Transit,2023,Published Confirmed,0,1.96229325,0.03185,309.88269682,0.975
TOI-2818 b,1,Transit,2023,Published Confirmed,0,4.039709,0.0493,225.65816897,0.71
TOI-283 b,1,Transit,2025,Published Confirmed,0,17.61745,0.123,6.54,0.02057714
TOI-2842 b,1,Transit,2023,Published Confirmed,0,3.5514058,0.0475,117.59651059,0.37
TOI-286 b,1,Transit,2024,Published Confirmed,0,4.5117244,0.0503,4.53,0.01425297
TOI-286 c,1,Transit,2024,Published Confirmed,0,39.361826,0.213,3.72,0.01170443
TOI-2876 b,1,Transit,2025,Published Confirmed,0,6.2996431,0.0654,54.03082919,0.17
TOI-2886 b,1,Transit,2025,Published Confirmed,0,1.60200105,0.02871,444.9597698,1.4
TOI-2969 b,1,Transit,2025,Published Confirmed,0,1.8237146,0.0261,368.68095212,1.16
TOI-2977 b,1,Transit,2023,Published Confirmed,0,2.3505614,0.03386,533.95172376,1.68
TOI-2981 b,1,Transit,2024,Published Confirmed,0,3.601501,0.048,638.0,2.00737249
TOI-2986 b,1,Transit,2025,Published Confirmed,0,3.2783662,0.04489,96.61983573,0.304
TOI-2989 b,1,Transit,2025,Published Confirmed,0,3.122832,0.0384,953.485221,3.0
TOI-2992 b,1,Transit,2025,Published Confirmed,0,3.007812,0.0434,1058.36859531,3.33
TOI-3023 b,1,Transit,2023,Published Confirmed,0,3.9014971,0.0505,197.05361234,0.62
TOI-3071 b,1,Transit,2024,Published Confirmed,0,1.266938,0.0249,68.2,0.2145812
TOI-3135 b,1,Transit,2025,Published Confirmed,0,3.7065585,0.04756,327.36325921,1.03
TOI-3160 A b,1,Transit,2025,Published Confirmed,0,3.971281,0.0505,378.21580433,1.19
TOI-3235 b,1,Transit,2023,Published Confirmed,0,2.59261842,0.02709,211.35589065,0.665
TOI-3261 b,1,Transit,2024,Published Confirmed,0,0.8831331,0.01714,30.3,0.09533446
TOI-3288 b,1,Transit,2025,Published Confirmed,0,1.4338647,0.02285,536.17652261,1.687
TOI-329 b,1,Transit,2024,Published Confirmed,0,5.70439,0.0638,40.4,0.12711262
TOI-332 b,1,Transit,2023,Published Confirmed,0,0.777038,0.0159,57.2,0.17997133
TOI-3321 b,1,Transit,2024,Published Confirmed,0,3.6525145,0.047,176.07693748,0.554
TOI-333 b,1,Transit,2025,Published Confirmed,0,3.7852503,0.049,20.1,0.06324167
TOI-3331 A b,1,Transit,2022,Published Confirmed,0,2.0180231,0.03144,721.47048389,2.27
TOI-3353.01,1,Transit,2024,Published Confirmed,0,4.6657965,0.060118218,,
TOI-3362 b,1,Transit,2021,Published Confirmed,0,18.09547,0.153,1598.3590588,5.029
TOI-3364 b,1,Transit,2023,Published Confirmed,0,5.8768918,0.0675,530.77343969,1.67
TOI-3457 b,1,Transit,2026,Published Confirmed,0,32.600268,0.2001,797.74930157,2.51
TOI-3464 b,1,Transit,2025,Published Confirmed,0,3.6515568,0.0515,397.28550875,1.25
TOI-3474 b,1,Transit,2025,Published Confirmed,0,3.8795105,0.0502,193.87532827,0.61
TOI-3486 b,1,Transit,2025,Published Confirmed,0,2.21778105,0.03138,99.16246298,0.312
TOI-3523 A b,1,Transit,2025,Published Confirmed,0,2.30458952,0.03559,435.42491759,1.37
TOI-3540 A b,1,Transit,2022,Published Confirmed,0,3.119999,0.04289,375.03752026,1.18
TOI-3568 b,1,Transit,2024,Published Confirmed,0,4.417965,0.0485,26.4,0.083
TOI-3593 b,1,Transit,2025,Published Confirmed,0,3.8212867,0.0481,565.73456446,1.78
TOI-3629 b,1,Transit,2022,Published Confirmed,0,3.936551,0.043,82.63538582,0.26
TOI-3664 b,1,Transit,2026,Published Confirmed,0,3.2974839,0.0431,114.41822652,0.36
TOI-3682 b,1,Transit,2025,Published Confirmed,0,3.3462406,0.048,69.28659273,0.218
TOI-3688 A b,1,Transit,2023,Published Confirmed,0,3.246075,0.0456,311.47183886,0.98
TOI-3693 b,1,Transit,2022,Published Confirmed,0,9.088516,0.0813,324.18497514,1.02
TOI-3714 b,1,Transit,2022,Published Confirmed,0,2.154849,0.027,222.4798849,0.7
TOI-375 b,1,Transit,2026,Published Confirmed,0,9.45469,0.099,236.78216321,0.745
TOI-375 c,1,Radial Velocity,2026,Published Confirmed,0,115.5,0.524,669.34662514,2.106
TOI-375 d,1,Radial Velocity,2026,Published Confirmed,0,297.9,0.984,445.59542661,1.402
TOI-3757 b,1,Transit,2022,Published Confirmed,0,3.438753,0.03845,85.3,0.26838381
TOI-3785 b,1,Transit,2023,Published Confirmed,0,4.6747373,0.043,14.95,0.04703796
TOI-3807 b,1,Transit,2023,Published Confirmed,0,2.8989727,0.0421,330.54154328,1.04
TOI-3819 b,1,Transit,2023,Published Confirmed,0,3.2443141,0.04611,352.78953177,1.11
TOI-3837 b,1,Transit,2025,Published Confirmed,0,11.88865,0.099,187.51876013,0.59
TOI-3856 b,1,Transit,2025,Published Confirmed,0,2.04360352,0.0325,171.62733978,0.54
TOI-3862 b,1,Transit,2026,Published Confirmed,0,1.55745774,0.02539,53.7,0.1688
TOI-3877 b,1,Transit,2025,Published Confirmed,0,4.123596,0.0529,99.7981198,0.314
TOI-3884 b,1,Transit,2022,Published Confirmed,0,4.5445828,0.0361,32.59,0.10253961
TOI-3894 b,1,Transit,2024,Published Confirmed,0,4.33454,0.05354,260.61929374,0.82
TOI-3912 b,1,Transit,2023,Published Confirmed,0,3.4936264,0.0463,129.03833324,0.406
TOI-3919 b,1,Transit,2024,Published Confirmed,0,7.433234,0.0795,1233.17421916,3.88
TOI-3976 A b,1,Transit,2023,Published Confirmed,0,6.607662,0.0743,55.61997123,0.175
TOI-3980 b,1,Transit,2025,Published Confirmed,0,3.6089254,0.0494,187.51876013,0.59
TOI-3984 A b,1,Transit,2023,Published Confirmed,0,4.353326,0.041,44.0,0.14
TOI-4010 b,1,Transit,2023,Published Confirmed,0,1.348335,0.0229,11.0,0.03460987
TOI-4010 c,1,Transit,2023,Published Confirmed,0,5.414654,0.058,20.31,0.06390241
TOI-4010 d,1,Transit,2023,Published Confirmed,0,14.70886,0.113,38.15,0.12003332
TOI-4010 e,1,Radial Velocity,2023,Published Confirmed,0,762.0,1.57,692.0,2.17727549
TOI-4034 b,1,Transit,2026,Published Confirmed,0,1.8020932,0.03289,276.51071409,0.87
TOI-406 c,1,Transit,2024,Published Confirmed,0,3.307441,0.0322,2.08,0.00654441
TOI-406.01,1,Transit,2024,Published Confirmed,0,13.175682,0.0809,6.57,0.02067153
TOI-4087 b,1,Transit,2023,Published Confirmed,0,3.1774835,0.04469,232.01473711,0.73
TOI-411 b,1,Transit,2022,Published Confirmed,0,4.040295,0.05727,13.71,0.04313648
TOI-411 c,1,Transit,2022,Published Confirmed,0,9.573083,0.1017,9.72,0.03058254
TOI-4127 b,1,Transit,2023,Published Confirmed,0,56.3987,0.303,743.71847238,2.34
TOI-4137 b,1,Transit,2022,Published Confirmed,0,3.8016122,0.05222,457.67290608,1.44
TOI-4145 A b,1,Transit,2023,Published Confirmed,0,4.0664428,0.04823,136.66621501,0.43
TOI-4153 b,1,Transit,2024,Published Confirmed,0,4.6174141,0.06311,365.50266805,1.15
TOI-4184 b,1,Transit,2023,Published Confirmed,0,4.9019804,0.0336,,
TOI-4201 b,1,Transit,2023,Published Confirmed,0,3.5819194,0.04,788.21444936,2.48
TOI-421 b,1,Transit,2020,Published Confirmed,0,5.197576,0.0554,6.7,0.02108056
TOI-421 c,1,Transit,2020,Published Confirmed,0,16.067541,0.117,14.1,0.04436356
TOI-4214 b,1,Transit,2025,Published Confirmed,0,3.4913885,0.05018,165.27077164,0.52
TOI-431 b,1,Transit,2021,Published Confirmed,0,0.490047,0.0113,3.07,0.0096593
TOI-431 c,1,Radial Velocity,2021,Published Confirmed,0,4.8494,0.052,2.83,0.00890418
TOI-431 d,1,Transit,2021,Published Confirmed,0,12.46103,0.098,9.9,0.03114888
TOI-4311 b,1,Transit,2026,Published Confirmed,0,0.9902738,0.01817,4.5,0.01415858
TOI-4311 c,1,Transit,2026,Published Confirmed,0,15.070425,0.1116,13.58,0.04272746
TOI-4336 A b,1,Transit,2024,Published Confirmed,0,16.336351,0.0849,3.33,0.01047735
TOI-4336 A c,1,Transit,2026,Published Confirmed,0,7.587266,0.05092,1.55,0.00487685
TOI-4342 b,1,Transit,2023,Published Confirmed,0,5.5382592,0.0519,7.3,0.02296837
TOI-4342 c,1,Transit,2023,Published Confirmed,0,10.688662,0.0804,4.8,0.01510249
TOI-4364 b,1,Transit,2025,Published Confirmed,0,5.424019,0.04753,,
TOI-4377 b,1,Transit,2023,Published Confirmed,0,4.378081,0.0579,304.1617855,0.957
TOI-4406 b,1,Transit,2023,Published Confirmed,0,30.08364,0.201,95.3485221,0.3
TOI-4427 b,1,Transit,2026,Published Confirmed,0,4.6182621,0.05389,87.72064033,0.276
TOI-4438 b,1,Transit,2024,Published Confirmed,0,7.446295,0.0523,4.11,0.01293151
TOI-444 b,1,Transit,2023,Published Confirmed,0,17.9636,0.133,,
TOI-4443.01,1,Transit,2024,Published Confirmed,0,1.8498567,0.029962645,,
TOI-4458 b,1,Transit,2026,Published Confirmed,0,3.9393792,0.0522,552.06794296,1.737
TOI-4463 A b,1,Transit,2023,Published Confirmed,0,2.8807198,0.04036,252.35575516,0.794
TOI-4465 b,1,Transit,2025,Published Confirmed,0,101.94054,0.416,1872.00931723,5.89
TOI-4479 b,1,Transit,2022,Published Confirmed,0,1.1589,0.0164,,
TOI-4487 A b,1,Transit,2025,Published Confirmed,0,3.9540709,0.05448,397.28550875,1.25
TOI-4495 b,1,Transit,2026,Published Confirmed,0,2.56699,0.03957,7.7,0.02422691
TOI-4495 c,1,Transit,2024,Published Confirmed,0,5.18553,0.06323,23.2,0.07299536
TOI-4504 b,1,Transit,2024,Published Confirmed,0,2.4261516,0.0338,140.0,0.45
TOI-4504 c,1,Transit,2024,Published Confirmed,0,82.819093,0.3593,821.0,2.58
TOI-4504 d,1,Transit Timing Variations,2024,Published Confirmed,0,41.2871975,0.2219,643.0,2.02
TOI-4507 b,1,Transit,2025,Published Confirmed,0,104.61611,0.456,20.0,0.06292704
TOI-451 b,1,Transit,2020,Published Confirmed,0,1.8587033,0.0274,4.7,0.01478785
TOI-451 c,1,Transit,2020,Published Confirmed,0,9.192463,0.0795,3.7,0.0116415
TOI-451 d,1,Transit,2020,Published Confirmed,0,16.364962,0.1168,10.2,0.03209279
TOI-4515 b,1,Transit,2024,Published Confirmed,0,15.266446,0.118,637.0,2.005
TOI-4527.01,1,Transit,2024,Published Confirmed,0,0.3994445,0.008332353,,
TOI-4551 b,1,Transit,2023,Published Confirmed,0,9.95581,0.0994,473.56432643,1.49
TOI-4552 b,1,Transit,2026,Published Confirmed,0,0.30110032,0.0056255,1.83,0.00575782
TOI-4559 b,1,Transit,2024,Published Confirmed,0,3.965991,0.0359,,
TOI-4562 c,1,Transit Timing Variations,2024,Published Confirmed,0,3990.0,5.219,1833.86990839,5.77
TOI-4600 b,1,Transit,2023,Published Confirmed,0,82.6869,0.349,959.84178914,3.02
TOI-4600 c,1,Transit,2023,Published Confirmed,0,482.8191,1.152,2946.26933289,9.27
TOI-4602.01,1,Transit,2024,Published Confirmed,0,3.9812999,0.04747,5.53,0.0174
TOI-4603 b,1,Transit,2023,Published Confirmed,0,7.24599,0.0888,4096.80816623,12.89
TOI-4633 c,1,Transit,2024,Published Confirmed,0,271.9445,0.847,123.0,0.38700128
TOI-4638.01,1,Transit,2024,Published Confirmed,0,10.283918787,0.093013,,
TOI-4641 b,1,Transit,2023,Published Confirmed,0,22.09341,0.173,1229.99593509,3.87
TOI-4666 b,1,Transit,2025,Published Confirmed,0,2.9089165,0.034,155.41809102,0.489
TOI-469.01,1,Transit,2021,Published Confirmed,0,13.6308205,0.111,9.1,0.0286318
TOI-470 b,1,Transit,2023,Published Confirmed,0,12.19148,0.119,,
TOI-4734 b,1,Transit,2025,Published Confirmed,0,6.235633,0.074,61.65871096,0.194
TOI-4773 b,1,Transit,2025,Published Confirmed,0,1.7452851,0.03216,1687.66884117,5.31
TOI-4791 b,1,Transit,2023,Published Confirmed,0,4.28088,0.0555,734.18362017,2.31
TOI-4794 b,1,Transit,2025,Published Confirmed,0,3.5658116,0.0492,308.29355479,0.97
TOI-480 b,1,Transit,2024,Published Confirmed,0,6.866196,0.077,20.8,0.06544412
TOI-481 b,1,Transit,2020,Published Confirmed,0,10.33111,0.097,486.2799,1.53
TOI-4860 b,1,Transit,2023,Published Confirmed,0,1.5227591,0.01808,86.7,0.273
TOI-4914 b,1,Transit,2024,Published Confirmed,0,10.60057,0.098,227.0,0.71422187
TOI-4940 b,1,Transit,2025,Published Confirmed,0,25.867811,0.165,89.0,0.28002532
TOI-4961 b,1,Transit,2025,Published Confirmed,0,7.479182,0.0726,572.0911326,1.8
TOI-4994 b,1,Transit,2024,Published Confirmed,0,21.491984,0.1515,88.99195396,0.28
TOI-500 b,1,Transit,2022,Published Confirmed,0,0.548177,0.01189,1.42,0.00446782
TOI-5005 b,1,Transit,2024,Published Confirmed,0,6.3085044,0.06614,32.7,0.103
TOI-5007 b,1,Transit,2026,Published Confirmed,0,2.543371,0.0307,211.03806225,0.664
TOI-5027 b,1,Transit,2025,Published Confirmed,0,10.24368,0.093,642.01338214,2.02
TOI-5076 b,1,Transit,2024,Published Confirmed,0,23.443162,0.1481,16.14568308,0.0508
TOI-5082.01,1,Transit,2024,Published Confirmed,0,4.240122,0.051204842,,
TOI-5108 b,1,Transit,2025,Published Confirmed,0,6.753581,0.073,32.0,0.10068326
TOI-5110 b,1,Transit,2024,Published Confirmed,0,30.158577,0.2157,921.7023803,2.9
TOI-5126 b,1,Transit,2023,Published Confirmed,0,5.4588385,0.06519,,
TOI-5126 c,1,Transit,2023,Published Confirmed,0,17.8999,0.1439,,
TOI-5143 c,1,Transit,2025,Published Confirmed,0,5.2097118,0.05602,,
TOI-5153 b,1,Transit,2022,Published Confirmed,0,20.33003,0.158,1036.12060682,3.26
TOI-5181 A b,1,Transit,2025,Published Confirmed,0,3.8922295,0.0522,330.54154328,1.04
TOI-519 b,1,Transit,2021,Published Confirmed,0,1.2652328,0.0159,147.15455244,0.463
TOI-5205 b,1,Transit,2023,Published Confirmed,0,1.630757,0.0199,343.0,1.08
TOI-521 b,1,Transit,2025,Published Confirmed,0,1.54285047,0.0195,5.3,0.01667566
TOI-5210 b,1,Transit,2025,Published Confirmed,0,4.5661061,0.0557,81.99972901,0.258
TOI-5218 b,1,Transit,2024,Published Confirmed,0,4.291452,0.0469,657.0,2.06715317
TOI-5232 b,1,Transit,2024,Published Confirmed,0,4.0966692,0.05593,743.71847238,2.34
TOI-5261 b,1,Transit,2025,Published Confirmed,0,4.1509768,0.05134,3651.84839643,11.49
TOI-5292 A b,1,Transit,2026,Published Confirmed,0,2.02191,0.0279,412.85910069,1.299
TOI-5293 A b,1,Transit,2023,Published Confirmed,0,2.930289,0.034,170.4,0.54
TOI-530 b,1,Transit,2021,Published Confirmed,0,6.387597,0.052,127.1313628,0.4
TOI-5300 b,1,Transit,2025,Published Confirmed,0,2.262196,0.0295,190.6970442,0.6
TOI-5301 b,1,Transit,2024,Published Confirmed,0,5.858858,0.073,1182.32167404,3.72
TOI-5319 b,1,Transit,2024,Published Confirmed,0,4.07853,0.0506,,
TOI-532 b,1,Transit,2021,Published Confirmed,0,2.3266508,0.0296,61.5,0.19350064
TOI-5322 b,1,Transit,2025,Published Confirmed,0,5.4233207,0.0604,184.02264765,0.579
TOI-5340 b,1,Transit,2025,Published Confirmed,0,4.9394392,0.0628,270.15414595,0.85
TOI-5344 b,1,Transit,2023,Published Confirmed,0,3.792622,0.04041,130.94530368,0.412
TOI-5349 b,1,Transit,2026,Published Confirmed,0,3.317921,0.0369,127.4,0.4
TOI-5350 b,1,Transit,2025,Published Confirmed,0,7.581367,0.0796,2094.48920213,6.59
TOI-5386 A b,1,Transit,2025,Published Confirmed,0,3.62156552,0.04856,155.10026262,0.488
TOI-5398 b,1,Transit,2022,Published Confirmed,0,10.590547,0.098,58.7,0.18469085
TOI-5398 c,1,Transit,2023,Published Confirmed,0,4.77271,0.057,11.8,0.03712695
TOI-540 b,1,Transit,2020,Published Confirmed,0,1.2391491,0.01223,,
TOI-5422 b,1,Transit,2026,Published Confirmed,0,5.377219,0.0619,8899.195396,28.0
TOI-544 b,1,Transit,2022,Published Confirmed,0,1.548352,0.0225,2.89,0.00909296
TOI-5542 b,1,Transit,2022,Published Confirmed,0,75.12375,0.332,419.53349724,1.32
TOI-5573 b,1,Transit,2025,Published Confirmed,0,8.79758977,0.0712,112.0,0.35
TOI-558 b,1,Transit,2021,Published Confirmed,0,14.574071,0.1291,1147.36054927,3.61
TOI-559 b,1,Transit,2021,Published Confirmed,0,6.9839095,0.0723,1910.14872607,6.01
TOI-5592 b,1,Transit,2025,Published Confirmed,0,2.6085846,0.03935,285.72773789,0.899
TOI-561 b,1,Transit,2020,Published Confirmed,0,0.4465697,0.01064,2.02,0.00635563
TOI-561 c,1,Transit,2020,Published Confirmed,0,10.778838,0.0889,5.93,0.01865787
TOI-561 d,1,Transit,2020,Published Confirmed,1,25.71268,0.1587,13.33,0.04194087
